Source,Target,Type
L1253,20,undirected
L1254,20,undirected
L1255,20,undirected
L1256,20,undirected
L1257,20,undirected
L1258,20,undirected
L1259,20,undirected
L1260,20,undirected
L1261,20,undirected
L170,20,undirected
L1262,20,undirected
L1263,20,undirected
L1264,20,undirected
L1265,20,undirected
L1266,20,undirected
L1267,20,undirected
L887,20,undirected
L1268,20,undirected
L983,20,undirected
L1269,20,undirected
L1270,20,undirected
L1271,20,undirected
L1272,20,undirected
L1273,20,undirected
L1274,20,undirected
L1275,20,undirected
L1276,20,undirected
L585,20,undirected
L782,20,undirected
L1277,20,undirected
L27,20,undirected
L1278,20,undirected
L1279,20,undirected
L1280,20,undirected
L78,20,undirected
L1281,20,undirected
L1282,20,undirected
L1283,20,undirected
L1284,20,undirected
L35,20,undirected
L786,20,undirected
L1285,20,undirected
L1006,20,undirected
L1286,20,undirected
L1287,20,undirected
L1288,20,undirected
L1289,20,undirected
L1290,20,undirected
L167,20,undirected
L1291,20,undirected
L1292,20,undirected
L857,20,undirected
L1293,20,undirected
L674,20,undirected
L1294,20,undirected
L1295,20,undirected
L685,20,undirected
L1296,20,undirected
L1297,20,undirected
L796,20,undirected
L53,20,undirected
L123,20,undirected
L1298,20,undirected
L1299,20,undirected
L1300,20,undirected
L1301,20,undirected
L1302,20,undirected
L1303,20,undirected
L54,20,undirected
L1304,20,undirected
L1305,20,undirected
L1306,20,undirected
L1307,20,undirected
L882,20,undirected
L1308,20,undirected
L1309,20,undirected
L1310,20,undirected
L1311,20,undirected
L1312,20,undirected
L1313,20,undirected
L1314,20,undirected
L1315,20,undirected
L1316,20,undirected
L1317,20,undirected
L1318,20,undirected
L1319,20,undirected
L842,20,undirected
L1320,20,undirected
L1321,20,undirected
L1322,20,undirected
L1323,20,undirected
L1324,20,undirected
L1325,20,undirected
L1326,20,undirected
L1327,20,undirected
L1328,20,undirected
L1329,20,undirected
L1330,20,undirected
L1331,20,undirected
L1332,20,undirected
L1333,20,undirected
L1334,20,undirected
L1335,20,undirected
L1336,20,undirected
L1337,20,undirected
L1338,20,undirected
L1339,20,undirected
L1340,20,undirected
L1341,20,undirected
L1342,20,undirected
L1343,20,undirected
L1344,20,undirected
L1345,20,undirected
L1346,20,undirected
L1347,20,undirected
L1348,20,undirected
L369,20,undirected
L1349,20,undirected
L1350,20,undirected
L1351,20,undirected
L1352,20,undirected
L1120,20,undirected
L306,21,undirected
L1353,21,undirected
L1354,21,undirected
L1355,21,undirected
L1356,21,undirected
L1357,21,undirected
L1358,21,undirected
L1359,21,undirected
L1360,22,undirected
L1361,22,undirected
L1362,22,undirected
L1363,22,undirected
L1364,22,undirected
L41,22,undirected
L755,22,undirected
L1365,22,undirected
L1366,22,undirected
L1367,22,undirected
L1368,22,undirected
L50,22,undirected
L1369,22,undirected
L1370,22,undirected
L1371,22,undirected
L1372,22,undirected
L1373,22,undirected
L1374,22,undirected
L1375,22,undirected
L1376,22,undirected
L295,22,undirected
L1377,22,undirected
L1378,22,undirected
L595,22,undirected
L1379,22,undirected
L37,22,undirected
L1380,22,undirected
L21,22,undirected
L1381,22,undirected
L800,22,undirected
L1382,22,undirected
L1383,22,undirected
L1384,22,undirected
L1385,22,undirected
L1386,22,undirected
L900,22,undirected
L1387,22,undirected
L1388,22,undirected
L1389,22,undirected
L1390,22,undirected
L416,22,undirected
L1391,22,undirected
L1392,22,undirected
L1393,22,undirected
L1394,22,undirected
L967,22,undirected
L969,22,undirected
L955,22,undirected
L1395,22,undirected
L1396,22,undirected
L1397,22,undirected
L1398,22,undirected
L1399,22,undirected
L1400,22,undirected
L212,22,undirected
L1401,22,undirected
L1402,22,undirected
L1403,22,undirected
L353,22,undirected
L1404,22,undirected
L852,22,undirected
L1405,22,undirected
L1406,22,undirected
L1407,22,undirected
L371,22,undirected
L1408,22,undirected
L102,22,undirected
L1409,22,undirected
L1410,22,undirected
L1411,22,undirected
L1412,22,undirected
L1413,22,undirected
L932,22,undirected
L1414,22,undirected
L1415,22,undirected
L1346,22,undirected
L1416,22,undirected
L1417,22,undirected
L1418,22,undirected
L1419,22,undirected
L11,22,undirected
L79,22,undirected
L1420,22,undirected
L1295,22,undirected
L1421,22,undirected
L1422,22,undirected
L1423,22,undirected
L1006,22,undirected
L1424,22,undirected
L1425,22,undirected
L1426,22,undirected
L1427,22,undirected
L1428,22,undirected
L123,22,undirected
L1429,22,undirected
L1430,22,undirected
L1431,22,undirected
L1432,22,undirected
L1433,22,undirected
L789,22,undirected
L1434,22,undirected
L1435,22,undirected
L1436,22,undirected
L1297,22,undirected
L1437,22,undirected
L796,22,undirected
L685,22,undirected
L1438,22,undirected
L725,22,undirected
L1439,22,undirected
L1440,22,undirected
L1441,22,undirected
L406,22,undirected
L1442,22,undirected
L267,22,undirected
L1443,22,undirected
L284,22,undirected
L1444,22,undirected
L1445,22,undirected
L1446,22,undirected
L1447,22,undirected
L1448,22,undirected
L1449,22,undirected
L1450,22,undirected
L1451,22,undirected
L1452,22,undirected
L1453,22,undirected
L1454,22,undirected
L1455,22,undirected
L1456,22,undirected
L1457,23,undirected
L1458,23,undirected
L1459,23,undirected
L1460,23,undirected
L785,23,undirected
L1461,23,undirected
L1462,23,undirected
L1463,23,undirected
L1464,25,undirected
L1465,25,undirected
L1466,25,undirected
L1467,25,undirected
L1468,25,undirected
L1469,25,undirected
L1470,25,undirected
L1471,25,undirected
L1472,25,undirected
L1473,25,undirected
L1474,25,undirected
L1475,25,undirected
L1476,25,undirected
L1113,25,undirected
L1477,25,undirected
L1478,25,undirected
L1479,25,undirected
L1480,25,undirected
L1481,25,undirected
L1482,25,undirected
L1483,25,undirected
L1484,25,undirected
L1485,25,undirected
L1486,25,undirected
L1487,25,undirected
L1488,25,undirected
L1489,25,undirected
L1490,25,undirected
L1491,25,undirected
L1492,25,undirected
L1493,25,undirected
L1494,25,undirected
L1495,25,undirected
L1496,25,undirected
L1497,25,undirected
L1498,25,undirected
L1499,25,undirected
L1500,25,undirected
L1501,25,undirected
L1502,25,undirected
L1503,25,undirected
L1504,25,undirected
L1505,25,undirected
L1506,25,undirected
L1507,25,undirected
L1508,25,undirected
L1509,25,undirected
L1510,25,undirected
L1511,25,undirected
L1512,25,undirected
L1513,25,undirected
L1514,25,undirected
L1515,25,undirected
L1516,25,undirected
L1517,25,undirected
L1518,25,undirected
L1519,25,undirected
L1520,25,undirected
L1521,25,undirected
L1522,25,undirected
L1523,25,undirected
L1524,25,undirected
L1525,25,undirected
L1526,25,undirected
L1527,25,undirected
L1528,25,undirected
L1529,25,undirected
L1194,25,undirected
L1530,25,undirected
L1531,25,undirected
L1532,25,undirected
L1533,25,undirected
L1534,25,undirected
L1535,25,undirected
L1536,25,undirected
L1537,25,undirected
L1538,25,undirected
L1539,25,undirected
L1540,25,undirected
L1541,25,undirected
L1542,25,undirected
L1543,25,undirected
L1544,25,undirected
L1545,25,undirected
L1546,25,undirected
L1547,25,undirected
L1322,25,undirected
L1548,25,undirected
L1549,25,undirected
L1550,25,undirected
L1551,25,undirected
L1552,25,undirected
L1553,25,undirected
L1554,25,undirected
L1555,25,undirected
L1556,25,undirected
L1557,25,undirected
L1558,25,undirected
L1559,25,undirected
L1560,25,undirected
L1561,25,undirected
L1562,25,undirected
L1563,25,undirected
L1564,25,undirected
L1565,25,undirected
L1566,25,undirected
L1567,25,undirected
L1568,25,undirected
L1569,25,undirected
L1570,25,undirected
L1571,25,undirected
L1572,25,undirected
L1573,25,undirected
L1574,25,undirected
L1575,25,undirected
L1576,25,undirected
L1577,25,undirected
L1578,25,undirected
L1579,25,undirected
L284,25,undirected
L259,25,undirected
L1580,25,undirected
L1581,25,undirected
L1582,25,undirected
L1583,30,undirected
L1584,30,undirected
L1585,30,undirected
L1586,30,undirected
L1587,30,undirected
L1588,30,undirected
L1589,30,undirected
L101,30,undirected
L1059,30,undirected
L102,30,undirected
L1590,30,undirected
L321,30,undirected
L1591,30,undirected
L1592,30,undirected
L155,30,undirected
L1593,30,undirected
L1594,30,undirected
L1595,30,undirected
L65,30,undirected
L1596,30,undirected
L1597,30,undirected
L674,30,undirected
L1598,30,undirected
L1599,30,undirected
L1600,30,undirected
L1601,30,undirected
L1602,30,undirected
L602,30,undirected
L350,30,undirected
L25,30,undirected
L1603,30,undirected
L1604,30,undirected
L55,30,undirected
L282,30,undirected
L1605,33,undirected
L1606,33,undirected
L1607,33,undirected
L1608,33,undirected
L1609,33,undirected
L1610,33,undirected
L1611,33,undirected
L299,33,undirected
L1612,33,undirected
L1613,33,undirected
L319,33,undirected
L364,33,undirected
L21,33,undirected
L1131,33,undirected
L46,33,undirected
L1614,33,undirected
L1615,33,undirected
L1616,33,undirected
L1617,33,undirected
L1618,33,undirected
L332,33,undirected
L1619,33,undirected
L1620,33,undirected
L1621,33,undirected
L243,33,undirected
L1622,33,undirected
L1623,33,undirected
L1253,33,undirected
L1624,33,undirected
L1625,33,undirected
L1626,33,undirected
L1627,34,undirected
L1628,34,undirected
L1629,34,undirected
L3,34,undirected
L1630,34,undirected
L1631,34,undirected
L1632,34,undirected
L1633,34,undirected
L1634,34,undirected
L1635,34,undirected
L1636,34,undirected
L1637,34,undirected
L1638,34,undirected
L1639,34,undirected
L1640,34,undirected
L1641,34,undirected
L1642,34,undirected
L1643,34,undirected
L1644,34,undirected
L674,34,undirected
L1238,34,undirected
L1645,34,undirected
L1646,34,undirected
L1647,34,undirected
L1648,34,undirected
L1649,34,undirected
L1650,34,undirected
L1651,34,undirected
L1652,34,undirected
L1653,34,undirected
L1654,34,undirected
L1655,34,undirected
L1656,34,undirected
L1657,34,undirected
L1658,34,undirected
L1659,34,undirected
L21,34,undirected
L1660,34,undirected
L1661,34,undirected
L1662,34,undirected
L1663,34,undirected
L1664,34,undirected
L1665,34,undirected
L5,34,undirected
L1666,34,undirected
L1667,34,undirected
L1668,34,undirected
L1669,34,undirected
L1670,34,undirected
L1671,34,undirected
L1672,34,undirected
L340,34,undirected
L808,34,undirected
L1673,34,undirected
L1674,34,undirected
L1675,34,undirected
L1676,34,undirected
L1677,34,undirected
L1678,34,undirected
L195,34,undirected
L1679,34,undirected
L1680,34,undirected
L1681,34,undirected
L1682,34,undirected
L1683,34,undirected
L1250,34,undirected
L1684,34,undirected
L1685,34,undirected
L1686,34,undirected
L1687,34,undirected
L1688,34,undirected
L1689,34,undirected
L1690,34,undirected
L1691,34,undirected
L1692,34,undirected
L1693,34,undirected
L72,34,undirected
L915,34,undirected
L364,34,undirected
L958,34,undirected
L1694,34,undirected
L1695,34,undirected
L1696,34,undirected
L1697,34,undirected
L1698,34,undirected
L1699,34,undirected
L1700,34,undirected
L1701,34,undirected
L1626,34,undirected
L1702,34,undirected
L1703,34,undirected
L422,34,undirected
L1704,34,undirected
L1705,34,undirected
L1706,34,undirected
L876,34,undirected
L244,34,undirected
L1707,34,undirected
L1234,34,undirected
L416,34,undirected
L1708,34,undirected
L1709,34,undirected
L1710,34,undirected
L1711,34,undirected
L1712,34,undirected
L1713,34,undirected
L913,34,undirected
L1714,34,undirected
L1715,34,undirected
L1716,34,undirected
L161,34,undirected
L1717,34,undirected
L1718,34,undirected
L1719,34,undirected
L1720,34,undirected
L1204,34,undirected
L27,34,undirected
L810,34,undirected
L1721,34,undirected
L1722,34,undirected
L1723,34,undirected
L1724,34,undirected
L1725,34,undirected
L1726,34,undirected
L1727,34,undirected
L1728,34,undirected
L1729,34,undirected
L1730,34,undirected
L1731,34,undirected
L1732,34,undirected
L1148,34,undirected
L1049,34,undirected
L1733,34,undirected
L1734,34,undirected
L1618,34,undirected
L1735,34,undirected
L815,34,undirected
L1736,34,undirected
L1737,34,undirected
L1738,34,undirected
L1739,34,undirected
L1740,34,undirected
L1741,34,undirected
L1742,34,undirected
L1198,34,undirected
L1743,34,undirected
L1744,34,undirected
L1745,34,undirected
L1746,34,undirected
L101,34,undirected
L1747,34,undirected
L1748,34,undirected
L1749,34,undirected
L1750,34,undirected
L1751,34,undirected
L1752,34,undirected
L1753,34,undirected
L1754,34,undirected
L1755,34,undirected
L1756,34,undirected
L128,34,undirected
L1757,34,undirected
L1758,34,undirected
L1759,34,undirected
L1760,34,undirected
L1761,34,undirected
L1762,34,undirected
L102,34,undirected
L305,34,undirected
L1763,34,undirected
L1764,34,undirected
L47,34,undirected
L1765,34,undirected
L73,34,undirected
L1205,34,undirected
L1766,34,undirected
L1767,34,undirected
L360,34,undirected
L1768,34,undirected
L1199,34,undirected
L1217,34,undirected
L1769,34,undirected
L1770,34,undirected
L1771,34,undirected
L880,34,undirected
L894,34,undirected
L1772,34,undirected
L1773,34,undirected
L1774,34,undirected
L1775,34,undirected
L1256,34,undirected
L308,34,undirected
L1776,34,undirected
L1777,34,undirected
L1778,34,undirected
L1779,34,undirected
L1780,34,undirected
L1170,34,undirected
L1781,34,undirected
L1622,34,undirected
L1782,34,undirected
L338,34,undirected
L1783,34,undirected
L1784,34,undirected
L1785,34,undirected
L1786,34,undirected
L1787,34,undirected
L1788,34,undirected
L1789,34,undirected
L1790,34,undirected
L980,34,undirected
L348,34,undirected
L350,34,undirected
L347,34,undirected
L585,34,undirected
L1161,34,undirected
L1024,34,undirected
L54,34,undirected
L1791,34,undirected
L1792,34,undirected
L1583,34,undirected
L1793,34,undirected
L1794,34,undirected
L1795,34,undirected
L1796,34,undirected
L1797,34,undirected
L1798,34,undirected
L1799,34,undirected
L1800,34,undirected
L1801,34,undirected
L1802,34,undirected
L1803,34,undirected
L1804,34,undirected
L1805,34,undirected
L1806,34,undirected
L1807,34,undirected
L1808,34,undirected
L1324,34,undirected
L1809,34,undirected
L1810,34,undirected
L1811,34,undirected
L1812,34,undirected
L1813,34,undirected
L1236,34,undirected
L1814,34,undirected
L1815,34,undirected
L1816,34,undirected
L1817,34,undirected
L243,34,undirected
L1818,34,undirected
L1819,34,undirected
L1820,34,undirected
L1341,34,undirected
L1821,34,undirected
L1822,34,undirected
L1823,34,undirected
L1352,34,undirected
L1824,34,undirected
L53,34,undirected
L1399,34,undirected
L1006,34,undirected
L1219,34,undirected
L1825,34,undirected
L55,34,undirected
L1826,34,undirected
L1827,34,undirected
L1295,34,undirected
L1224,34,undirected
L1828,34,undirected
L231,34,undirected
L309,34,undirected
L1829,34,undirected
L1830,34,undirected
L844,34,undirected
L78,34,undirected
L1831,34,undirected
L530,34,undirected
L1832,34,undirected
L1833,34,undirected
L1196,34,undirected
L1834,34,undirected
L1835,34,undirected
L1836,34,undirected
L1837,34,undirected
L1838,34,undirected
L918,34,undirected
L1839,34,undirected
L170,34,undirected
L278,34,undirected
L406,34,undirected
L1840,34,undirected
L1841,34,undirected
L1842,38,undirected
L1843,38,undirected
L1844,38,undirected
L1845,38,undirected
L1846,38,undirected
L1847,38,undirected
L1260,38,undirected
L1848,38,undirected
L1849,38,undirected
L1850,38,undirected
L1851,38,undirected
L887,38,undirected
L1852,38,undirected
L1853,38,undirected
L1854,38,undirected
L1855,38,undirected
L1856,38,undirected
L1857,38,undirected
L1858,38,undirected
L1859,38,undirected
L1860,38,undirected
L1861,38,undirected
L1862,38,undirected
L1863,38,undirected
L1864,38,undirected
L1061,38,undirected
L1865,38,undirected
L1866,38,undirected
L1867,38,undirected
L1868,38,undirected
L87,38,undirected
L1869,38,undirected
L1870,38,undirected
L1871,38,undirected
L1872,38,undirected
L1873,38,undirected
L1399,38,undirected
L1874,38,undirected
L128,38,undirected
L1875,38,undirected
L1876,38,undirected
L1877,38,undirected
L1878,38,undirected
L1879,38,undirected
L1880,38,undirected
L1881,38,undirected
L1882,38,undirected
L1883,38,undirected
L1884,38,undirected
L1885,38,undirected
L1886,38,undirected
L1887,38,undirected
L1888,38,undirected
L1889,38,undirected
L1890,38,undirected
L1891,38,undirected
L1892,38,undirected
L1893,38,undirected
L326,38,undirected
L1894,38,undirected
L1780,38,undirected
L1895,38,undirected
L1896,38,undirected
L1897,38,undirected
L1898,38,undirected
L1899,38,undirected
L170,38,undirected
L1900,38,undirected
L1901,38,undirected
L176,38,undirected
L1902,38,undirected
L1903,38,undirected
L1904,38,undirected
L1905,38,undirected
L1906,38,undirected
L1907,38,undirected
L1908,38,undirected
L1909,38,undirected
L1910,38,undirected
L1911,38,undirected
L1912,38,undirected
L1913,38,undirected
L1914,38,undirected
L1915,38,undirected
L1916,38,undirected
L1917,38,undirected
L1918,38,undirected
L1919,38,undirected
L1920,38,undirected
